iter	Passed	Remaining
1669	15542	3071
1670	15551	3061
1671	15560	3052
1672	15569	3043
1673	15578	3033
1674	15587	3024
1675	15596	3015
1676	15604	3005
1677	15614	2996
1678	15623	2986
1679	15632	2977
1680	15641	2968
1681	15650	2958
1682	15660	2949
1683	15669	2940
1684	15678	2930
1685	15687	2921
1686	15696	2912
1687	15705	2902
1688	15714	2893
1689	15723	2884
1690	15733	2874
1691	15742	2865
1692	15751	2856
1693	15760	2846
1694	15769	2837
1695	15779	2828
1696	15788	2819
1697	15798	2809
1698	15807	2800
1699	15816	2791
1700	15825	2781
1701	15835	2772
1702	15844	2763
1703	15853	2753
1704	15862	2744
1705	15871	2735
1706	15881	2725
1707	15890	2716
1708	15899	2707
1709	15908	2697
1710	15917	2688
1711	15927	2679
1712	15936	2669
1713	15944	2660
1714	15953	2651
1715	15962	2641
1716	15971	2632
1717	15981	2623
1718	15990	2613
1719	15999	2604
1720	16008	2595
1721	16017	2585
1722	16026	2576
1723	16035	2567
1724	16044	2557
1725	16053	2548
1726	16062	2539
1727	16071	2529
1728	16081	2520
1729	16091	2511
1730	16100	2502
1731	16109	2492
1732	16119	2483
1733	16128	2474
1734	16137	2464
1735	16146	2455
1736	16156	2446
1737	16165	2436
1738	16174	2427
1739	16184	2418
1740	16193	2408
1741	16202	2399
1742	16210	2390
1743	16219	2380
1744	16229	2371
1745	16238	2362
1746	16248	2353
1747	16258	2343
1748	16267	2334
1749	16277	2325
1750	16286	2315
1751	16295	2306
1752	16305	2297
1753	16314	2288
1754	16323	2278
1755	16333	2269
1756	16342	2260
1757	16350	2250
1758	16359	2241
1759	16369	2232
1760	16378	2222
1761	16387	2213
1762	16397	2204
1763	16405	2194
1764	16415	2185
1765	16424	2176
1766	16433	2166
1767	16442	2157
1768	16452	2148
1769	16461	2139
1770	16471	2129
1771	16480	2120
1772	16489	2111
1773	16498	2101
1774	16508	2092
1775	16517	2083
1776	16526	2073
1777	16535	2064
1778	16544	2055
1779	16554	2046
1780	16563	2036
1781	16573	2027
1782	16581	2018
1783	16590	2008
1784	16599	1999
1785	16609	1990
1786	16617	1980
1787	16626	1971
1788	16636	1962
1789	16645	1952
1790	16655	1943
1791	16664	1934
1792	16674	1925
1793	16684	1915
1794	16694	1906
1795	16703	1897
1796	16712	1887
1797	16721	1878
1798	16730	1869
1799	16739	1859
1800	16749	1850
1801	16757	1841
1802	16766	1831
1803	16775	1822
1804	16785	1813
1805	16794	1804
1806	16803	1794
1807	16813	1785
1808	16822	1776
1809	16831	1766
1810	16841	1757
1811	16850	1748
1812	16859	1738
1813	16868	1729
1814	16878	1720
1815	16887	1711
1816	16896	1701
1817	16905	1692
1818	16914	1683
1819	16923	1673
1820	16933	1664
1821	16942	1655
1822	16951	1645
1823	16960	1636
1824	16969	1627
1825	16978	1617
1826	16988	1608
1827	16996	1599
1828	17005	1589
1829	17014	1580
1830	17023	1571
1831	17032	1561
1832	17041	1552
1833	17050	1543
1834	17059	1533
1835	17068	1524
1836	17077	1515
1837	17086	1506
1838	17095	1496
1839	17105	1487
1840	17114	1478
1841	17123	1468
1842	17131	1459
1843	17140	1450
1844	17150	1440
1845	17159	1431
1846	17169	1422
1847	17179	1413
1848	17189	1403
1849	17199	1394
1850	17209	1385
1851	17218	1376
1852	17228	1366
1853	17238	1357
1854	17247	1348
1855	17257	1338
1856	17266	1329
1857	17275	1320
1858	17284	1310
1859	17293	1301
1860	17303	1292
1861	17312	1283
1862	17321	1273
1863	17330	1264
1864	17339	1255
1865	17349	1245
1866	17358	1236
1867	17367	1227
1868	17377	1217
1869	17385	1208
1870	17395	1199
1871	17404	1190
1872	17413	1180
1873	17422	1171
1874	17432	1162
1875	17441	1152
1876	17450	1143
1877	17459	1134
1878	17468	1124
1879	17479	1115
1880	17488	1106
1881	17498	1097
1882	17508	1087
1883	17517	1078
1884	17526	1069
1885	17535	1059
1886	17544	1050
1887	17552	1041
1888	17562	1031
1889	17571	1022
1890	17580	1013
1891	17590	1004
1892	17599	994
1893	17608	985
1894	17617	976
1895	17627	966
1896	17636	957
1897	17645	948
1898	17654	938
1899	17663	929
1900	17673	920
1901	17683	911
1902	17693	901
1903	17702	892
1904	17712	883
1905	17721	873
1906	17730	864
1907	17738	855
1908	17747	846
1909	17757	836
1910	17766	827
1911	17775	818
1912	17785	808
1913	17794	799
1914	17803	790
1915	17813	780
1916	17822	771
1917	17831	762
1918	17840	753
1919	17849	743
1920	17858	734
1921	17867	725
1922	17877	715
1923	17887	706
1924	17896	697
1925	17906	687
1926	17915	678
1927	17924	669
1928	17933	660
1929	17942	650
1930	17951	641
1931	17961	632
1932	17970	622
1933	17979	613
1934	17989	604
1935	17999	595
1936	18009	585
1937	18018	576
1938	18026	567
1939	18036	557
1940	18045	548
1941	18054	539
1942	18063	529
1943	18073	520
1944	18082	511
1945	18092	502
1946	18102	492
1947	18111	483
1948	18121	474
1949	18130	464
1950	18140	455
1951	18149	446
1952	18158	437
1953	18167	427
1954	18177	418
1955	18187	409
1956	18197	399
1957	18207	390
1958	18217	381
1959	18227	371
1960	18236	362
1961	18245	353
1962	18254	344
1963	18263	334
1964	18273	325
1965	18283	316
1966	18292	306
1967	18301	297
1968	18310	288
1969	18320	278
1970	18330	269
1971	18339	260
1972	18348	251
1973	18357	241
1974	18365	232
1975	18374	223
1976	18384	213
1977	18394	204
1978	18403	195
1979	18413	185
1980	18423	176
1981	18433	167
1982	18443	158
1983	18452	148
1984	18462	139
1985	18471	130
1986	18480	120
1987	18489	111
1988	18499	102
1989	18508	93
1990	18517	83
1991	18526	74
1992	18535	65
1993	18544	55
1994	18553	46
1995	18563	37
1996	18572	27
1997	18581	18
1998	18590	9
1999	18600	0
